 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 9.69897 0.0900000036 1.0816895962    0.090 -3.424  3.3623  5.217    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-17      0.00 7.086e-01 2.761e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 13.330 15.384 18.311 13.892
0.0152 0.01508 9.69897 0.1000000015 1.1711064577    0.100 -3.241  3.3881  5.184    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-17      0.00 7.084e-01 2.763e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.874 14.926 17.840 13.436
0.0152 0.01508 9.69897 0.1157373935 1.2905555964    0.116 -3.029  3.4160  5.147    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.23e-17      0.00 7.081e-01 2.766e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.343 14.387 17.276 12.900
0.0152 0.01508 9.69897 0.1200000122 1.3193155527    0.120 -2.977  3.4229  5.138    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-16      0.00 7.080e-01 2.767e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.212 14.184 16.970 12.714
0.0152 0.01508 9.69897 0.1400000006 1.4384527206    0.140 -2.793  3.4432  5.102    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-16      0.00 7.076e-01 2.771e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.753 13.449 15.862 12.044
0.0152 0.01508 9.69897 0.1556702703 1.5173085928    0.156 -2.681  3.4540  5.079    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-16      0.00 7.074e-01 2.774e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.473 13.031 15.258 11.662
0.0152 0.01508 9.69897 0.1599999964 1.5372931957    0.160 -2.652  3.4567  5.073    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.04e-16      0.00 7.073e-01 2.774e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.401 12.923 15.101 11.564
0.0152 0.01508 9.69897 0.2000000030 1.6938791275    0.200 -2.436  3.4755  5.029    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.16e-16      0.00 7.067e-01 2.781e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.859 12.163 14.049 10.868
0.0152 0.01508 9.69897 0.2500000000 1.8403258324    0.250 -2.229  3.4919  4.985    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.77e-16      0.00 7.061e-01 2.787e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.343 11.470 13.125 10.234
0.0152 0.01508 9.69897 0.3000000119 1.9529139996    0.300 -2.067  3.5027  4.945    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.88e-16      0.00 7.058e-01 2.790e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.938 10.970 12.507 9.768
0.0152 0.01508 9.69897 0.3050968945 1.9630099535    0.305 -2.051  3.5036  4.939    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.22e-16      0.00 7.062e-01 2.785e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.897 10.920 12.447 9.722
0.0152 0.01508 9.69897 0.3500000238 2.0434176922    0.350 -1.912  3.5113  4.891    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.31e-16      0.00 7.090e-01 2.757e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.551 10.512 11.963 9.337
